age,income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,months_employed,savings_balance,existing_loans,monthly_debt_payment,employment_status,risk_flag,credit_score
60,29909.24,0.4076,0.1511,1,13,27848.3,117,4665.69,3,397.57,Full-time,1,762.44
29,84766.47,0.4273,0.5897,0,5,24877.75,37,26922.73,2,393.34,Part-time,1,605.22
21,95604.03,0.412,0.1418,3,11,18277.47,3,40801.95,5,291.25,Full-time,1,618.45
23,80525.22,0.145,0.3008,0,1,4632.6,146,9737.05,2,500.24,Full-time,1,850.0
48,59943.17,0.4118,0.2245,1,13,33021.7,7,17999.01,2,441.78,Full-time,1,651.17
28,85325.04,0.2352,0.2793,2,6,3423.21,101,2347.9,2,330.31,Full-time,1,743.78
31,71462.08,0.2447,0.3828,0,5,7603.82,87,13153.06,3,442.48,Self-employed,1,753.39
60,46622.77,0.2898,0.4248,1,14,11011.76,56,68523.03,1,393.07,Part-time,1,678.53
62,152159.65,0.3088,0.2551,3,14,33936.09,107,26370.39,2,625.13,Self-employed,1,707.75
60,56485.78,0.4377,0.1005,1,7,15435.79,110,15228.63,1,159.92,Self-employed,1,760.23
32,93815.8,0.187,0.479,2,3,67001.25,16,12866.54,7,769.38,Part-time,1,637.48
50,22283.99,0.573,0.5151,1,13,6831.11,18,10361.84,5,318.09,Part-time,1,539.33
49,117525.65,0.3602,0.2823,4,16,8351.9,142,19087.69,4,379.19,Part-time,1,689.7
29,128148.33,0.4599,0.3467,0,15,3731.96,32,32021.86,1,137.09,Part-time,1,652.02
47,67065.51,0.1868,0.273,2,8,8080.9,14,8722.05,2,200.37,Unemployed,1,687.38
45,85088.48,0.1889,0.3168,2,9,11581.45,36,25297.34,3,355.33,Full-time,1,694.13
39,85078.69,0.3539,0.2828,0,2,50284.67,119,6719.27,4,443.33,Unemployed,1,772.3
56,49550.49,0.7572,0.548,0,6,37498.15,35,9213.55,1,591.07,Unemployed,1,515.01
52,84643.62,0.5479,0.3062,0,12,21309.65,122,5193.71,2,119.52,Self-employed,1,710.75
46,45987.1,0.6583,0.3985,2,14,14503.27,171,15309.6,3,230.09,Self-employed,1,645.38
55,50315.04,0.3791,0.4175,1,7,30801.12,80,14342.11,1,187.62,Full-time,1,673.56
56,109877.83,0.1496,0.1979,2,16,43955.38,176,18714.41,0,282.7,Part-time,1,850.0
47,102600.28,0.2503,0.1042,0,5,11467.58,84,17366.09,1,400.08,Full-time,1,818.86
33,48152.63,0.2554,0.1868,1,12,12294.92,160,24703.06,0,525.79,Part-time,1,835.01
56,47566.82,0.3098,0.1446,1,12,13332.69,3,78602.18,3,971.65,Full-time,1,698.41
54,49487.8,0.4427,0.5387,1,11,5355.36,129,24909.63,4,269.37,Self-employed,1,665.02
67,92013.24,0.2698,0.2198,3,6,42093.71,97,2496.79,0,342.29,Part-time,1,719.94
28,42192.88,0.3065,0.3736,2,13,11987.41,154,10821.16,1,626.15,Full-time,1,742.98
40,77693.02,0.5256,0.2334,0,4,14727.3,56,12965.48,1,286.19,Self-employed,1,680.64
64,92603.39,0.5096,0.2633,1,15,49970.47,158,3474.03,0,864.1,Full-time,1,737.96
45,63594.96,0.4159,0.4945,1,11,12360.73,43,27052.93,1,227.45,Self-employed,1,612.44
65,104248.07,0.5113,0.6079,4,7,43750.12,85,61101.84,2,275.9,Part-time,1,515.47
21,57702.77,0.4259,0.1403,0,6,5304.3,22,6395.73,1,467.66,Unemployed,1,705.49
22,60099.99,0.578,0.3689,1,3,26715.82,36,39092.45,1,532.88,Self-employed,1,589.38
58,42626.83,0.2855,0.107,2,1,13202.65,111,33265.96,2,343.42,Full-time,1,780.1
37,104582.32,0.4225,0.2854,0,6,5969.52,65,16866.81,3,1261.75,Full-time,1,706.07
45,46866.85,0.4148,0.3493,0,4,8144.87,154,27066.18,2,433.12,Unemployed,1,766.57
41,77450.73,0.3655,0.1511,1,12,19896.13,165,6975.59,2,243.57,Full-time,1,815.08
40,64081.29,0.3698,0.3002,1,8,9209.84,25,35533.96,0,330.84,Part-time,1,659.84
65,41202.23,0.5306,0.1603,2,3,23578.81,145,39187.96,4,139.26,Part-time,1,721.58
25,50307.2,0.2765,0.1642,0,10,10702.85,132,20040.85,3,210.72,Full-time,1,836.0
57,123289.74,0.2954,0.5059,0,11,5804.53,116,17320.62,1,204.05,Full-time,1,731.57
62,72456.81,0.496,0.532,3,9,35556.06,87,6806.73,2,330.76,Part-time,1,565.7
51,42019.22,0.4142,0.5708,1,12,22160.73,118,29863.62,3,295.72,Part-time,1,656.37
39,75917.14,0.4824,0.3426,0,16,5104.58,4,13523.1,1,525.1,Full-time,1,622.96
28,61960.27,0.227,0.2924,3,11,28484.97,45,11896.6,1,218.63,Self-employed,1,671.3
53,250000.0,0.2093,0.2129,0,6,19644.17,89,29808.26,2,466.96,Full-time,1,808.15
43,75230.03,0.4394,0.1282,2,11,13331.6,152,10452.58,0,742.1,Self-employed,1,762.8
28,55754.8,0.2339,0.5746,0,15,13706.82,152,7334.49,1,611.3,Full-time,1,762.85
37,125368.49,0.3409,0.1915,0,11,46087.41,100,33677.78,2,246.73,Part-time,1,783.19
66,28898.18,0.4981,0.3858,2,9,22547.53,172,3703.69,2,778.39,Part-time,1,697.45
33,69040.19,0.3773,0.3183,1,2,47686.9,168,24802.69,0,214.0,Full-time,1,772.23
29,162347.25,0.264,0.4528,1,12,25160.87,85,4691.75,0,531.74,Full-time,1,703.43
53,62800.0,0.372,0.3788,1,14,21255.87,15,2867.35,0,368.95,Part-time,1,631.2
30,30333.7,0.5633,0.2047,0,10,10613.65,82,23353.96,0,292.33,Self-employed,1,698.17
64,55372.42,0.3704,0.1754,0,11,20139.83,125,17601.96,0,280.48,Part-time,1,799.2
61,127329.45,0.1236,0.1081,0,2,36853.3,63,7806.61,2,536.33,Full-time,0,838.4
67,78372.73,0.3387,0.1243,1,17,19088.72,162,5002.24,2,215.63,Full-time,1,827.32
63,45365.84,0.3715,0.1454,0,8,69945.59,70,17812.3,4,1047.83,Part-time,1,760.53
32,48612.73,0.4745,0.174,0,16,36814.76,148,8974.25,3,423.53,Part-time,1,787.48
30,51438.12,0.4319,0.4317,0,12,7794.94,87,26169.5,1,742.72,Unemployed,1,685.01
37,77849.99,0.4276,0.2677,1,13,12843.17,78,8188.15,3,350.97,Part-time,1,694.8
43,120835.85,0.3916,0.4679,1,5,28892.42,17,9307.57,1,337.01,Full-time,1,604.71
62,106254.28,0.2194,0.3214,1,5,6192.77,53,34288.35,2,781.81,Unemployed,1,723.0
55,81243.45,0.2293,0.2295,1,6,16621.98,117,5577.36,2,389.49,Unemployed,1,796.34
51,36343.11,0.3356,0.2842,0,5,9387.61,86,3876.68,1,771.83,Full-time,1,749.94
62,36403.87,0.1582,0.222,1,12,18554.95,66,6035.46,1,234.41,Part-time,1,777.04
51,84116.95,0.4198,0.3593,0,3,9440.4,21,16409.02,2,369.4,Full-time,1,651.73
38,36117.69,0.2547,0.1974,1,13,37699.11,119,67819.96,1,73.87,Unemployed,1,798.41
40,59784.09,0.2045,0.2048,0,3,12626.67,109,15205.16,4,465.36,Unemployed,1,828.28
45,75876.91,0.4585,0.2455,0,10,28717.14,114,6367.51,2,376.53,Full-time,1,746.08
25,39659.38,0.2198,0.1137,3,5,6339.27,20,6603.76,0,214.31,Full-time,1,697.3
55,41734.44,0.419,0.5154,2,13,14570.04,159,18936.9,1,264.62,Full-time,1,677.95
51,63427.04,0.5675,0.3231,2,5,7363.66,40,3061.86,2,488.24,Unemployed,1,582.31
55,83003.88,0.2368,0.4756,1,15,41579.57,52,2698.92,0,440.59,Part-time,1,678.39
46,106690.08,0.2775,0.3469,2,15,10487.36,41,15785.39,3,131.93,Full-time,1,664.19
57,86957.44,0.2268,0.3192,1,9,16965.18,168,28339.33,4,572.96,Self-employed,1,817.16
65,68401.19,0.4899,0.3466,2,1,23071.13,91,28952.12,5,359.64,Part-time,1,642.21
47,47297.48,0.36,0.1531,2,12,10694.46,119,17931.56,1,909.03,Self-employed,1,752.89
41,40867.56,0.2653,0.2882,4,12,7783.63,129,36953.68,1,751.92,Self-employed,1,705.86
25,52580.75,0.4976,0.1624,2,1,20535.66,113,11378.57,0,266.37,Full-time,1,704.29
57,79576.25,0.3217,0.4942,2,10,4662.98,132,9683.14,0,475.91,Part-time,1,689.94
63,76993.84,0.2223,0.2159,1,1,46131.65,101,12787.59,2,679.96,Full-time,1,788.5
53,25720.51,0.303,0.1856,2,5,16388.31,115,17172.15,3,215.02,Part-time,1,758.53
61,46464.57,0.3104,0.2368,3,11,6425.89,39,150000.0,2,532.99,Full-time,1,655.18
61,113780.72,0.1699,0.1343,1,8,14984.19,78,11301.3,0,674.28,Full-time,1,805.46
58,68572.49,0.1464,0.1421,0,11,27023.39,4,15557.28,4,614.7,Unemployed,0,773.89
44,34973.5,0.1605,0.474,1,8,10178.73,93,58499.22,2,256.79,Self-employed,1,735.85
25,191017.35,0.207,0.239,2,5,4631.34,101,21401.3,1,272.52,Unemployed,1,762.32
21,65314.95,0.3968,0.1551,1,2,16541.79,95,3204.42,2,120.02,Full-time,1,746.35
30,78664.74,0.2623,0.2677,1,11,30724.8,164,57595.03,3,796.45,Full-time,1,816.05
41,79204.32,0.247,0.5069,1,10,21229.16,90,17597.4,1,386.01,Self-employed,1,699.18
55,56082.66,0.2202,0.1628,1,2,23907.47,152,1197.19,4,292.37,Self-employed,1,844.91
42,47695.48,0.381,0.4846,0,2,35231.85,98,9452.98,0,321.24,Full-time,1,696.22
22,171914.71,0.4157,0.1839,3,14,54614.9,16,7242.09,0,288.65,Full-time,1,617.65
30,103926.86,0.4425,0.206,1,15,2736.97,11,8925.1,5,113.11,Part-time,1,649.92
67,95785.99,0.4808,0.3364,2,7,7134.4,58,12965.81,2,485.76,Self-employed,1,619.99
67,85761.9,0.5445,0.5197,1,17,20282.59,141,24691.38,2,269.08,Self-employed,1,649.22
38,42129.66,0.2023,0.168,2,10,21893.37,87,39226.74,4,219.71,Full-time,1,769.81
58,117581.69,0.5964,0.2391,1,10,6098.56,67,40461.24,1,194.53,Full-time,1,642.14
54,45278.62,0.2454,0.2578,2,17,10430.32,89,52175.68,1,81.91,Part-time,1,736.1
64,75167.86,0.4142,0.25,1,11,60201.1,169,11270.22,4,198.42,Self-employed,1,779.07
62,31643.07,0.3384,0.6431,2,9,14074.97,35,2261.91,3,331.04,Full-time,1,566.87
50,26413.05,0.1376,0.3047,1,3,20894.21,108,1591.69,3,241.87,Part-time,1,797.54
39,76361.28,0.5842,0.1282,3,9,63169.81,123,25796.01,1,147.58,Full-time,1,670.19
50,45977.4,0.5736,0.3314,2,6,19262.69,149,12695.11,0,183.42,Full-time,1,669.24
35,27034.65,0.3317,0.4487,1,2,31293.44,88,47701.52,1,391.7,Full-time,1,686.65
37,84395.91,0.6553,0.3224,2,10,26895.9,168,19813.28,3,172.95,Full-time,1,662.81
49,171791.42,0.3477,0.3331,1,1,14254.71,155,3007.44,3,121.02,Full-time,1,766.58
47,123661.36,0.4321,0.2513,0,16,13695.75,20,7992.54,0,948.78,Part-time,1,674.21
48,58935.97,0.3829,0.4051,0,16,41238.43,47,19222.61,0,234.69,Full-time,1,673.02
39,66435.07,0.4841,0.2595,2,13,17932.33,47,5185.15,2,110.89,Self-employed,1,629.06
40,98663.25,0.4941,0.1712,2,15,8900.01,163,48020.05,3,202.78,Full-time,1,744.8
21,109640.01,0.5472,0.3292,2,15,38469.54,23,9187.03,7,610.76,Full-time,1,572.71
49,56693.16,0.32,0.0838,1,14,2444.57,149,10162.08,1,612.74,Full-time,1,832.22
48,67196.74,0.2973,0.4449,1,3,54437.3,174,3416.32,2,372.08,Self-employed,1,769.58
64,75756.28,0.7392,0.2543,2,17,15826.05,76,75518.41,0,471.93,Full-time,1,578.0
44,84901.27,0.5699,0.249,1,4,18134.77,28,11314.52,0,153.45,Full-time,1,615.11
42,62324.86,0.7151,0.4161,0,2,19112.89,146,17102.64,2,357.62,Self-employed,1,653.11
24,62690.28,0.1409,0.324,1,15,45774.5,79,6926.45,2,110.88,Full-time,1,767.56
30,123121.2,0.3448,0.1555,1,14,20372.07,115,9552.14,4,764.66,Full-time,1,778.52
36,114037.69,0.3101,0.2796,4,11,17749.62,55,17351.2,1,160.87,Full-time,1,632.9
38,82029.54,0.5739,0.2308,0,2,9259.16,83,19314.91,1,376.65,Full-time,1,689.3
38,143429.53,0.4378,0.2173,2,6,10943.03,72,21801.35,1,104.96,Unemployed,1,674.33
39,55608.95,0.4086,0.1715,2,11,28266.94,93,31553.13,5,745.81,Part-time,1,712.04
57,137356.92,0.357,0.4047,2,12,21075.73,5,24082.33,3,773.02,Full-time,1,595.89
27,84468.33,0.3455,0.5649,1,13,58746.17,100,21239.65,2,568.15,Full-time,1,663.46
36,250000.0,0.2288,0.447,4,5,10194.62,52,7637.31,2,535.92,Part-time,1,612.94
28,38691.81,0.2572,0.4509,0,12,8040.82,43,11027.88,1,723.5,Self-employed,1,695.95
35,48523.07,0.3726,0.1285,4,2,22244.45,166,4706.03,2,82.61,Full-time,1,744.43
53,79894.24,0.4338,0.0896,1,5,16987.08,30,8735.61,2,489.11,Part-time,1,697.46
23,79122.72,0.2992,0.2309,2,1,7793.42,150,19203.99,1,298.82,Full-time,1,777.52
36,159143.65,0.6422,0.3108,1,16,12540.11,142,18787.34,3,511.17,Full-time,1,672.97
22,48983.14,0.3851,0.5458,1,7,29535.18,71,23464.82,1,382.48,Full-time,1,632.19
65,99430.42,0.1605,0.1565,0,10,7156.91,18,46656.07,3,510.5,Part-time,0,777.72
55,111648.22,0.5236,0.2483,0,1,8133.19,120,4375.07,1,437.47,Full-time,1,730.84
32,90861.49,0.4735,0.3922,1,16,10831.57,124,2732.89,1,65.48,Full-time,1,688.23
30,42939.68,0.4469,0.1586,1,7,10988.49,38,10683.65,3,373.62,Unemployed,1,682.95
25,124678.22,0.3664,0.21,0,8,31417.88,158,46791.93,0,1028.54,Self-employed,1,819.25
43,115058.53,0.3551,0.2347,2,7,12226.39,60,45508.17,1,323.53,Self-employed,1,684.8
56,86665.66,0.3076,0.2238,0,6,56499.03,80,15816.31,4,396.74,Full-time,1,768.44
48,72544.57,0.5566,0.4559,2,6,8689.61,168,10483.8,0,779.58,Self-employed,1,659.04
62,73258.43,0.2629,0.2032,1,16,23280.98,140,16685.97,4,134.34,Part-time,1,812.0
37,63867.69,0.4013,0.4074,0,2,17534.28,81,34624.01,2,349.75,Full-time,1,695.26
34,88287.46,0.4047,0.3452,3,14,18074.28,155,6888.64,0,442.52,Full-time,1,696.46
43,67104.79,0.3544,0.1634,2,5,3218.64,62,8222.9,0,255.09,Part-time,1,704.5
30,45168.89,0.4282,0.1823,2,2,8364.92,53,14490.35,5,205.25,Full-time,1,670.13
66,41280.01,0.5858,0.1564,1,15,16039.42,124,34595.59,3,590.09,Full-time,1,713.49
29,47173.32,0.2418,0.1012,0,8,4542.84,47,27174.06,3,695.42,Part-time,1,791.33
43,73127.48,0.266,0.3141,5,16,2330.45,100,2503.28,1,707.41,Self-employed,1,650.01
45,65373.34,0.3036,0.2933,2,2,7598.52,97,27228.77,1,190.87,Full-time,1,716.43
23,72904.43,0.159,0.5165,1,2,22836.7,94,13197.32,1,513.39,Full-time,1,726.51
43,82897.97,0.3787,0.1222,3,15,25186.37,163,22949.76,0,356.45,Self-employed,1,766.67
42,49896.47,0.3549,0.242,1,5,7657.93,70,11122.61,3,373.03,Full-time,1,716.36
33,127969.48,0.4858,0.2774,0,9,15662.93,125,20423.4,4,238.1,Full-time,1,739.08
27,58660.98,0.5193,0.3226,0,3,24260.07,75,13899.02,1,560.92,Part-time,1,676.06
23,54445.63,0.2829,0.4223,1,5,45595.13,35,8411.78,1,75.04,Unemployed,1,663.72
21,82213.42,0.3173,0.4113,1,10,44370.11,67,7010.76,3,565.39,Unemployed,1,682.82
43,28957.09,0.3624,0.4322,4,2,34128.9,73,11353.18,3,538.62,Self-employed,1,594.06
25,46363.12,0.5267,0.1736,1,14,12363.5,33,4445.56,5,251.94,Unemployed,1,651.09
66,102896.9,0.2378,0.5296,1,5,17422.25,105,9170.14,2,171.21,Self-employed,1,708.76
32,30277.5,0.3793,0.5719,1,16,18956.29,179,10164.35,2,184.86,Full-time,1,717.4
51,109415.56,0.1687,0.2557,0,7,15496.83,68,32241.61,1,317.06,Self-employed,1,792.13
52,130615.28,0.1629,0.2807,1,13,6880.27,101,23478.67,2,195.37,Self-employed,1,790.12
44,56035.75,0.1812,0.4964,0,17,49452.35,37,73931.66,1,696.93,Self-employed,1,702.37
62,75456.81,0.3817,0.3506,1,12,24414.98,56,3209.73,2,475.92,Self-employed,1,669.51
26,109490.08,0.2357,0.3396,2,17,33157.05,146,10741.38,2,755.23,Full-time,1,766.06
31,53634.34,0.2141,0.2158,0,13,28633.85,30,38098.15,2,192.64,Full-time,1,756.82
32,97782.31,0.2542,0.7244,3,8,13314.36,125,16870.06,1,846.38,Self-employed,1,621.81
27,48922.03,0.3974,0.2983,0,17,6314.85,171,11099.68,0,233.85,Full-time,1,798.7
34,53374.0,0.5242,0.4453,2,16,30501.66,142,6047.56,0,249.59,Full-time,1,649.75
35,46179.84,0.4104,0.2009,5,16,29158.18,138,24104.2,3,584.04,Full-time,1,666.66
56,77202.82,0.2319,0.4559,0,14,22087.57,31,15654.34,0,415.62,Part-time,1,692.29
35,111422.67,0.1616,0.5093,2,2,81365.46,16,10023.23,5,369.58,Full-time,1,637.53
62,60909.79,0.1069,0.5167,2,14,12132.17,30,31483.47,1,619.96,Full-time,1,663.75
57,37344.39,0.4378,0.4097,0,4,14468.63,148,89558.11,1,59.31,Unemployed,1,739.57
63,40651.13,0.218,0.2903,2,5,20840.87,19,6278.08,2,240.54,Self-employed,1,677.86
25,79028.97,0.4861,0.6169,0,14,12732.88,27,21932.73,3,114.35,Part-time,1,572.45
67,151729.16,0.6178,0.3329,1,13,15300.9,118,15029.41,3,323.25,Self-employed,1,654.77
49,78997.88,0.5954,0.1371,1,2,37152.3,13,23204.09,0,827.96,Full-time,1,622.94
67,55597.67,0.3166,0.5056,3,17,11461.62,162,41045.99,3,791.13,Full-time,1,688.62
37,93412.72,0.5293,0.2479,1,12,12021.52,125,44749.59,0,145.19,Self-employed,1,708.4
65,59410.46,0.184,0.3117,0,15,27019.09,154,8745.85,0,332.97,Self-employed,1,845.21
48,55813.53,0.4134,0.081,1,16,7159.28,125,3262.5,1,695.94,Part-time,1,784.9
24,42988.74,0.3424,0.3452,3,10,17028.71,48,12337.83,1,265.9,Full-time,1,625.98
40,124716.94,0.1594,0.2717,1,6,16415.05,113,12401.39,1,297.31,Self-employed,1,803.42
27,21106.92,0.2901,0.2865,2,1,27963.6,62,1287.22,1,160.12,Self-employed,1,693.01
65,94753.74,0.4655,0.1664,0,13,31644.09,170,31607.64,1,219.4,Full-time,1,810.42
35,53707.87,0.2243,0.3797,0,7,16124.58,87,8550.17,5,288.73,Full-time,1,760.29
31,55014.2,0.3967,0.1608,1,8,16981.12,110,12785.97,1,277.98,Self-employed,1,757.46
46,141710.54,0.3618,0.2956,0,12,17595.0,6,8224.04,3,385.88,Self-employed,1,672.56
40,47984.87,0.2086,0.2805,1,8,14536.67,28,11199.38,1,451.6,Full-time,1,715.63
25,48726.04,0.1826,0.3729,0,3,44550.9,122,39530.37,3,815.63,Self-employed,1,803.66
59,62400.13,0.4167,0.2605,2,15,25622.76,168,14352.43,0,325.43,Full-time,1,749.86
60,79716.46,0.2727,0.2818,1,7,43754.78,41,81087.84,2,381.86,Full-time,1,706.91
55,54239.51,0.3491,0.3033,2,13,9762.0,171,22804.65,1,312.58,Full-time,1,761.94
49,32590.09,0.4183,0.3529,0,13,43297.17,147,24250.43,0,291.25,Full-time,1,758.78
39,44821.17,0.4187,0.4082,3,5,19607.46,127,11230.84,2,288.69,Self-employed,1,653.17
46,117783.12,0.2188,0.3194,0,16,29112.75,94,12695.24,1,515.44,Part-time,1,782.84
45,68435.68,0.2141,0.5048,1,17,4739.52,3,32131.36,2,240.16,Full-time,1,637.07
28,81063.6,0.4131,0.2673,0,12,56300.19,30,36648.22,1,584.93,Part-time,1,684.24
24,58827.25,0.5801,0.1906,0,15,24546.84,22,16755.12,1,507.03,Full-time,1,646.65
32,49179.2,0.4136,0.5741,1,11,66477.99,135,21445.83,1,423.39,Full-time,1,669.9
42,140773.33,0.4569,0.3945,1,6,39272.29,50,11860.73,2,359.64,Unemployed,1,630.97
28,60798.09,0.5527,0.334,1,4,4302.3,146,16106.76,3,652.83,Full-time,1,697.36
26,54202.57,0.2439,0.3192,3,17,52318.7,135,14387.84,4,643.72,Self-employed,1,734.53
61,108365.39,0.5908,0.2308,3,12,20554.24,154,13815.85,1,811.86,Part-time,1,668.39
38,47807.5,0.3213,0.1238,4,9,28263.93,157,31305.48,2,383.97,Part-time,1,753.49
48,50633.7,0.3861,0.5291,1,15,26353.12,21,12803.07,1,282.96,Part-time,1,594.4
45,66476.98,0.3022,0.545,1,10,16829.67,120,7826.63,3,588.68,Full-time,1,698.09
55,66179.2,0.3773,0.1549,2,8,13587.12,86,10625.54,1,211.46,Unemployed,1,719.75
55,74371.28,0.4114,0.4918,1,2,29553.2,139,10474.08,1,901.77,Full-time,1,694.46
34,169609.0,0.5145,0.3939,3,16,10071.39,12,19434.83,3,170.35,Part-time,1,532.17
60,76980.83,0.2215,0.1651,3,2,18393.94,81,8313.25,1,409.54,Part-time,1,734.78
38,22694.45,0.4721,0.2724,1,6,48112.34,172,34773.1,2,244.43,Full-time,1,758.6
60,76636.94,0.4464,0.24,0,11,7679.92,4,10626.1,1,597.29,Full-time,1,659.41
40,67308.78,0.653,0.2808,1,11,15689.72,85,50705.24,1,382.62,Self-employed,1,629.73
26,67477.7,0.3633,0.2352,0,12,40850.42,57,13658.49,0,469.27,Full-time,1,729.71
56,73915.39,0.6566,0.1869,2,15,10171.34,138,20932.82,0,159.94,Self-employed,1,671.3
22,65322.69,0.174,0.274,0,9,4742.5,76,31090.36,1,580.9,Self-employed,1,792.63
57,64622.93,0.1874,0.357,0,16,4503.9,47,37799.73,0,529.88,Self-employed,1,743.7
23,87192.18,0.5808,0.2285,0,10,12976.28,106,22766.04,0,488.57,Full-time,1,706.97
30,51847.59,0.2511,0.5842,3,8,58625.99,40,124046.98,1,412.04,Unemployed,1,586.95
49,43197.64,0.4363,0.3308,1,7,10573.22,93,13398.96,1,164.23,Full-time,1,688.91
65,250000.0,0.4284,0.5149,2,8,14741.53,88,3704.45,4,332.71,Full-time,1,616.09
40,47947.61,0.5107,0.1609,0,9,18716.47,179,12971.39,5,433.82,Full-time,1,805.73
26,69221.33,0.5219,0.1776,1,17,39115.72,110,26253.21,2,303.62,Unemployed,1,715.7
31,33757.33,0.6307,0.257,1,3,32856.73,165,19666.02,3,428.66,Self-employed,1,709.04
63,69731.73,0.2799,0.4715,2,8,16197.53,51,5622.47,1,462.95,Full-time,1,640.66
55,43479.66,0.3979,0.3272,0,3,27436.39,10,10023.65,5,83.11,Self-employed,1,657.16
25,54224.45,0.2427,0.4933,0,1,37898.77,64,6712.81,3,214.67,Full-time,1,707.2
39,105903.03,0.2932,0.0913,1,8,5699.71,82,7597.19,3,369.14,Full-time,1,782.55
33,81830.42,0.3706,0.315,4,9,13852.77,76,12339.35,0,29.55,Full-time,1,623.4
29,85458.34,0.2995,0.0634,2,5,7781.68,4,19864.03,1,686.74,Full-time,1,697.63
60,29820.69,0.2561,0.0991,0,11,10844.13,4,7190.11,2,465.08,Unemployed,1,751.73
50,151236.91,0.4302,0.124,1,1,28426.06,100,7791.26,3,359.23,Part-time,1,748.27
29,38702.27,0.2515,0.4256,0,13,7783.84,45,24443.91,2,367.13,Full-time,1,705.65
51,131643.44,0.4796,0.433,2,8,90817.03,66,6451.41,1,562.92,Full-time,1,602.87
40,104788.02,0.4497,0.2865,0,2,28604.45,139,6209.06,1,184.96,Self-employed,1,759.3
23,85802.18,0.4045,0.2696,1,16,11977.35,71,86561.31,3,448.95,Full-time,1,695.42
42,45037.77,0.3078,0.1819,2,10,16447.82,146,8537.61,1,648.26,Self-employed,1,783.85
29,70842.57,0.1846,0.3253,0,9,7319.03,90,2831.06,3,103.17,Full-time,1,788.3
32,53534.7,0.3466,0.3584,0,11,6424.15,133,4656.98,0,175.5,Full-time,1,767.25
62,67041.55,0.4079,0.5198,1,10,13769.38,53,2454.96,3,249.56,Part-time,1,616.85
54,59133.77,0.2536,0.5519,3,12,45069.98,27,54289.41,1,1127.65,Full-time,1,583.44
27,26439.79,0.4261,0.2042,0,13,6735.8,49,12563.53,2,377.35,Self-employed,1,711.95
61,109623.04,0.5325,0.2244,1,5,42749.68,28,5514.56,2,288.53,Self-employed,1,632.48
47,63799.57,0.4935,0.2967,3,11,15835.6,87,21524.74,2,223.42,Full-time,1,625.28
62,53201.39,0.7125,0.2266,0,14,21312.71,57,57264.53,1,245.88,Full-time,1,627.1
56,51423.61,0.3222,0.2272,1,3,18979.71,49,11551.78,1,524.35,Unemployed,1,712.37
36,77754.12,0.3891,0.2435,0,14,31011.69,40,53532.93,2,261.03,Part-time,1,705.73
46,44258.81,0.3328,0.4491,0,6,38885.23,75,10038.85,0,241.05,Full-time,1,700.38
45,23984.69,0.2145,0.4642,1,3,15518.83,7,4914.2,3,251.27,Part-time,1,650.43
54,79475.84,0.3082,0.4706,1,13,25768.07,70,62221.17,2,647.43,Full-time,1,673.22
32,83583.08,0.1286,0.4929,1,14,44825.41,42,7236.86,4,241.18,Unemployed,1,698.2
36,60485.91,0.5189,0.2826,1,10,31883.96,97,8261.66,1,113.91,Self-employed,1,679.51
32,39475.82,0.2757,0.1252,1,11,13504.56,88,32312.74,1,437.66,Full-time,1,784.32
34,68873.1,0.3895,0.1749,1,8,15731.82,83,13768.91,4,263.64,Full-time,1,733.59
28,34233.52,0.2391,0.0998,1,8,9040.22,110,12163.71,1,207.51,Self-employed,1,819.99
22,41678.73,0.3732,0.3288,3,6,64371.18,12,10760.77,4,437.02,Part-time,1,590.84
65,47201.73,0.3573,0.3148,2,14,22348.9,18,7584.02,4,357.1,Part-time,1,629.11
24,96739.07,0.3993,0.1476,1,9,6752.1,87,15580.37,5,164.87,Full-time,1,740.81
62,56208.6,0.215,0.109,3,3,10017.9,69,20217.36,1,553.69,Part-time,1,740.75
21,54093.0,0.1913,0.2878,3,5,16195.71,55,11050.52,1,554.15,Unemployed,1,691.49
57,159470.09,0.4775,0.2671,2,7,46140.61,69,21624.77,4,293.95,Full-time,1,647.48
36,77544.57,0.2296,0.2495,2,13,15776.87,46,18966.0,3,518.09,Self-employed,1,707.08
45,77076.02,0.3771,0.4436,4,16,27522.71,26,18569.0,1,494.63,Full-time,1,547.64
34,56029.56,0.5065,0.1991,1,3,10935.52,42,10493.45,0,456.18,Self-employed,1,658.28
44,50596.25,0.5354,0.1934,2,3,28312.17,170,9742.63,4,405.92,Self-employed,1,732.7
42,24738.53,0.3852,0.2655,3,9,44839.57,23,18305.56,1,335.99,Full-time,1,612.23
45,102327.45,0.2606,0.0715,0,16,31344.37,178,4819.07,4,513.9,Unemployed,0,850.0
39,80962.34,0.5301,0.1001,0,5,3229.66,122,150000.0,2,247.44,Unemployed,1,767.61
46,61045.53,0.2969,0.6404,0,11,16207.01,23,1575.32,1,844.66,Part-time,1,620.0
59,62208.57,0.1064,0.08,3,13,8600.71,143,8293.73,0,518.23,Self-employed,0,842.25
41,92158.47,0.4049,0.345,2,1,28850.26,51,20682.0,0,487.35,Full-time,1,634.78
37,32872.13,0.4196,0.0682,2,7,18942.67,89,24845.67,3,236.22,Full-time,1,731.24
27,50744.24,0.5661,0.0854,2,3,59764.49,5,6516.12,3,188.98,Part-time,1,612.99
